CAID,accountlength,internationalplan,voicemailplan,numbervmailmessages,totaldayminutes,daycalls,totaldaycharge,totaleveminutes,totalevecalls,totalevecharge,totalnightminutes,totalnightcalls,totalnightcharge,totalintlminutes,totalintlcalls,totalintlcharge,numbercustomerservicecalls,CHURN
1891,116,1,2,35,200.4,104,34.07,272.8,89,23.19,214.5,100,9.65,8.3,4,2.24,1,0
1892,30,1,1,0,162.3,96,27.59,244,122,20.74,180.1,89,8.1,9.1,4,2.46,2,0
1893,111,1,1,0,176.9,128,30.07,102.8,56,8.74,213.7,84,9.62,10.5,2,2.84,4,1
1894,52,1,1,0,165.5,78,28.14,205.5,89,17.47,213.6,124,9.61,12.2,6,3.29,0,0
1895,72,1,1,0,217.8,93,37.03,189.7,113,16.12,182.6,91,8.22,10.4,5,2.81,4,0
1896,135,1,2,28,201.4,100,34.24,246.5,117,20.95,154.8,131,6.97,12.9,4,3.48,2,1
1897,86,1,1,0,190.5,115,32.39,179.6,130,15.27,258.5,89,11.63,10.1,5,2.73,3,0
1898,98,1,2,29,179.9,97,30.58,189.2,89,16.08,164.3,76,7.39,12.8,7,3.46,3,0
1899,151,1,1,0,235.9,104,40.1,80.6,91,6.85,212.8,116,9.58,5.8,2,1.57,3,0
1900,118,1,1,0,140.4,112,23.87,187.1,60,15.9,207.9,155,9.36,7.9,1,2.13,0,0
1901,117,1,1,0,144.6,115,24.58,258.8,66,22,253.2,113,11.39,7.4,9,2,2,0
1902,55,1,1,0,189,100,32.13,118.5,99,10.07,248.1,87,11.16,17.1,6,4.62,0,0
1903,82,1,1,0,101,93,17.17,155.6,104,13.23,304.4,93,13.7,13.3,2,3.59,0,0
1904,108,1,2,15,165.1,85,28.07,267,93,22.7,250.7,114,11.28,10.9,4,2.94,1,0
1905,98,1,1,0,165,129,28.05,202.6,113,17.22,172.3,94,7.75,12.5,7,3.38,1,1
1906,130,1,1,0,155.9,95,26.5,256.1,97,21.77,262.9,103,11.83,11.7,3,3.16,3,0
1907,47,1,1,0,155.3,116,26.4,188.2,85,16,247,73,11.12,12.3,4,3.32,3,0
1908,159,1,1,0,189.1,105,32.15,246.1,147,20.92,242,106,10.89,10.4,5,2.81,1,1
1909,11,1,2,24,131.5,98,22.36,230.2,111,19.57,283.7,87,12.77,10,3,2.7,2,0
1910,111,1,1,0,142.3,75,24.19,122.8,106,10.44,229.5,94,10.33,12.8,9,3.46,2,0
1911,99,1,2,19,87.7,103,14.91,223,86,18.96,182.3,112,8.2,7.3,4,1.97,2,0
1912,159,1,2,19,184.1,78,31.3,194.5,71,16.53,225.6,101,10.15,16.9,3,4.56,0,0
1913,114,2,2,31,174.5,104,29.67,224.2,92,19.06,116.3,91,5.23,12.3,10,3.32,2,0
1914,122,1,1,0,35.1,62,5.97,180.8,89,15.37,251.6,58,11.32,12.7,2,3.43,1,0
1915,100,1,2,25,246.6,94,41.92,141.4,112,12.02,189.8,109,8.54,13,5,3.51,1,0
1916,83,1,2,37,78.5,109,13.35,210.5,101,17.89,179.7,102,8.09,11.8,4,3.19,1,0
1917,64,1,1,0,148.1,73,25.18,164.9,101,14.02,216,125,9.72,12.3,2,3.32,5,1
1918,105,1,1,0,206.2,84,35.05,256.4,138,21.79,117.1,91,5.27,9,3,2.43,1,0
1919,144,1,2,33,251.6,87,42.77,197.6,118,16.8,209.2,97,9.41,12.2,3,3.29,2,0
1920,106,2,2,26,270.3,111,45.95,215.2,90,18.29,254,133,11.43,14.4,7,3.89,1,1
1921,19,1,2,34,156.6,97,26.62,224.2,97,19.06,260.9,135,11.74,11.3,1,3.05,1,0
1922,46,1,1,0,139.4,81,23.7,223.7,113,19.01,173.1,77,7.79,13.6,6,3.67,1,0
1923,127,1,1,0,220.2,108,37.43,188.4,124,16.01,172.7,113,7.77,11.7,3,3.16,2,0
1924,9,1,2,39,214.1,108,36.4,169.2,115,14.38,189.7,117,8.54,10.1,3,2.73,1,0
1925,157,1,1,0,196,74,33.32,213.4,96,18.14,196.8,81,8.86,7.9,6,2.13,1,0
1926,105,1,1,0,106.4,71,18.09,240.1,83,20.41,147.7,114,6.65,5.3,4,1.43,6,1
1927,105,1,2,29,179.4,113,30.5,275.4,100,23.41,246.1,105,11.07,10,5,2.7,0,0
1928,155,1,1,0,216.7,30,36.84,144.3,125,12.27,135.3,106,6.09,10.8,1,2.92,2,0
1929,161,1,1,0,151.6,117,25.77,219.4,87,18.65,224.7,68,10.11,4,5,1.08,1,0
1930,95,1,2,32,262.2,123,44.57,165.2,82,14.04,194.3,57,8.74,10.6,5,2.86,0,0
1931,122,1,1,0,173.6,110,29.51,91.7,84,7.79,211.7,103,9.53,9.7,7,2.62,3,0
1932,37,2,1,0,106.6,76,18.12,147.4,89,12.53,235.8,113,10.61,9.6,8,2.59,2,0
1933,132,1,1,0,193.3,106,32.86,128.3,94,10.91,162.1,119,7.29,11.6,4,3.13,5,1
1934,16,1,1,0,209.5,89,35.62,172.8,85,14.69,94.1,102,4.23,8.8,4,2.38,1,0
1935,99,1,1,0,95.4,105,16.22,207.2,101,17.61,136,117,6.12,5.6,5,1.51,1,0
1936,76,1,2,26,214.6,110,36.48,205.2,87,17.44,134.6,140,6.06,8.1,2,2.19,1,0
1937,129,1,1,0,168.4,117,28.63,217.1,129,18.45,81.6,100,3.67,11.8,7,3.19,1,0
1938,60,2,1,0,183,110,31.11,206.7,93,17.57,203.8,119,9.17,11.1,6,3,1,0
1939,128,1,1,0,103.3,122,17.56,245.9,123,20.9,161.1,95,7.25,6.4,7,1.73,0,0
1940,47,1,2,28,112.2,70,19.07,154.8,106,13.16,166.7,105,7.5,10.6,2,2.86,0,0
1941,173,1,1,0,172.5,78,29.33,142.6,91,12.12,102,63,4.59,10.9,2,2.94,0,0
1942,157,1,2,30,194.3,107,33.03,243.2,108,20.67,322.2,114,14.5,7.1,5,1.92,1,0
1943,66,1,2,32,187.8,117,31.93,129.8,90,11.03,132.3,113,5.95,12,3,3.24,2,0
1944,50,2,2,26,307.1,94,52.21,289.4,78,24.6,174.9,109,7.87,8,3,2.16,0,0
1945,72,1,1,0,118.2,106,20.09,167.2,136,14.21,214.2,106,9.64,12.2,3,3.29,3,0
1946,130,1,1,0,154,95,26.18,205.9,106,17.5,233.7,75,10.52,12.9,1,3.48,1,0
1947,143,1,1,0,155.5,101,26.44,213.4,89,18.14,237.9,61,10.71,7.6,11,2.05,1,0
1948,89,2,1,0,125.6,108,21.35,213,90,18.11,181.7,108,8.18,5.4,5,1.46,1,0
1949,32,1,1,0,157.9,88,26.84,180.8,132,15.37,132.5,102,5.96,12.8,3,3.46,1,0
1950,109,1,1,0,222.2,113,37.77,218.5,122,18.57,266,88,11.97,10.9,5,2.94,1,0
1951,72,1,2,39,92.8,98,15.78,271.2,115,23.05,167.1,83,7.52,5.8,7,1.57,1,0
1952,134,1,2,32,216.8,78,36.86,102.2,111,8.69,174,83,7.83,8.6,2,2.32,0,0
1953,13,1,1,0,193.2,89,32.84,194.4,90,16.52,186.5,104,8.39,9.7,2,2.62,4,0
1954,111,1,2,36,166.2,54,28.25,238.8,109,20.3,108.8,92,4.9,11.2,2,3.02,3,0
1955,101,1,2,23,262.2,101,44.57,157,80,13.35,129.1,100,5.81,7.3,14,1.97,1,0
1956,72,1,1,0,207.8,92,35.33,195.7,110,16.63,184.8,124,8.32,13.1,4,3.54,0,0
1957,67,1,2,35,245.4,89,41.72,148.2,102,12.6,274,136,12.33,7.5,6,2.03,1,0
1958,172,1,1,0,287.1,108,48.81,178.4,125,15.16,153.2,98,6.89,14.4,2,3.89,3,1
1959,69,1,1,0,194.2,122,33.01,242.1,81,20.58,215.8,80,9.71,9.7,3,2.62,2,0
1960,123,1,1,0,211,92,35.87,217,102,18.45,214.8,104,9.67,9.8,7,2.65,3,0
1961,130,1,2,12,141.9,92,24.12,228.9,102,19.46,195.1,101,8.78,8.7,5,2.35,0,0
1962,142,1,2,26,220.5,94,37.49,239.5,126,20.36,254.3,109,11.44,5.9,9,1.59,2,0
1963,29,1,1,0,157.4,122,26.76,145,75,12.33,281.8,92,12.68,9.3,2,2.51,1,0
1964,87,1,2,28,143.5,106,24.4,223.5,147,19,175.4,69,7.89,11.2,5,3.02,0,0
1965,149,1,1,0,156,56,26.52,56,116,4.76,163.3,104,7.35,8.9,8,2.4,0,0
1966,146,2,1,0,160.1,63,27.22,208.4,112,17.71,177.6,98,7.99,9.2,3,2.48,2,0
1967,88,2,1,0,235.1,98,39.97,251.8,79,21.4,285.9,76,12.87,7.2,2,1.94,4,1
1968,119,2,2,15,160,95,27.2,209.5,110,17.81,82.3,107,3.7,8.7,5,2.35,5,1
1969,48,1,1,0,188.4,63,32.03,165.9,89,14.1,205.7,71,9.26,13.2,2,3.56,1,0
1970,135,1,1,0,194.8,97,33.12,235.3,118,20,174.4,126,7.85,11,3,2.97,1,0
1971,100,1,1,0,247.8,117,42.13,130,95,11.05,134.3,125,6.04,6.9,2,1.86,1,0
1972,98,1,1,0,221.2,80,37.6,213.6,104,18.16,291.8,89,13.13,11.9,3,3.21,4,0
1973,75,1,2,26,118.5,86,20.15,213.9,118,18.18,132.6,99,5.97,13.4,3,3.62,2,0
1974,180,1,2,33,231.8,78,39.41,232.9,79,19.8,206.9,121,9.31,7.6,4,2.05,1,0
1975,119,1,2,35,217.1,92,36.91,220.8,134,18.77,249.5,93,11.23,8,5,2.16,2,0
1976,86,1,1,0,83.5,96,14.2,221.1,63,18.79,349.7,75,15.74,12.6,3,3.4,0,0
1977,155,1,2,39,183.3,106,31.16,205.1,101,17.43,263.7,90,11.87,5.1,7,1.38,1,0
1978,78,2,1,0,236.8,141,40.26,265.3,101,22.55,152.4,77,6.86,9.5,2,2.57,1,1
1979,153,1,1,0,193.8,90,32.95,195.3,121,16.6,182.7,108,8.22,8.5,3,2.3,1,0
1980,13,1,2,25,176.6,65,30.02,172.7,96,14.68,104.5,128,4.7,11.3,5,3.05,2,0
1981,154,1,1,0,191.4,93,32.54,205.4,119,17.46,205.7,121,9.26,10.2,3,2.75,3,0
1982,144,2,2,35,174.8,127,29.72,219.6,93,18.67,255.8,90,11.51,12.8,3,3.46,0,0
1983,48,1,1,0,275.2,67,46.78,180.2,108,15.32,159,110,7.15,7.9,2,2.13,1,0
1984,94,1,1,0,174,85,29.58,241.1,114,20.49,207.8,94,9.35,7.9,1,2.13,1,0
1985,139,1,1,0,165,132,28.05,249.7,86,21.22,170.3,128,7.66,12.6,8,3.4,1,0
1986,126,1,1,0,228.7,102,38.88,168.7,99,14.34,223.5,100,10.06,11.8,4,3.19,1,0
1987,122,1,1,0,107.9,88,18.34,235.8,109,20.04,228.6,119,10.29,9.5,3,2.57,2,0
1988,139,1,1,0,221.3,140,37.62,157.8,89,13.41,192.5,89,8.66,11.3,6,3.05,1,0
1989,95,1,1,0,141.1,84,23.99,211.4,108,17.97,103.7,127,4.67,5.9,6,1.59,3,0
1990,131,1,2,28,249.6,87,42.43,227.2,138,19.31,239.9,92,10.8,7.6,3,2.05,3,0
1991,36,1,1,0,178.6,83,30.36,213.1,103,18.11,198,119,8.91,10.9,5,2.94,1,0
1992,180,1,1,0,139,96,23.63,224.9,64,19.12,170.8,118,7.69,15.7,5,4.24,2,0
1993,25,1,1,0,134.3,98,22.83,202.3,109,17.2,195.9,100,8.82,12.6,5,3.4,2,0
1994,113,1,1,0,215.9,93,36.7,240.1,85,20.41,156.7,123,7.05,4.9,5,1.32,3,0
1995,88,1,2,31,181.6,91,30.87,213.2,120,18.12,207.8,104,9.35,11.4,4,3.08,1,0
1996,120,1,1,0,178.4,97,30.33,168.3,113,14.31,120.5,93,5.42,9.3,9,2.51,1,0
1997,74,1,1,0,106.4,84,18.09,140.2,104,11.92,90.9,81,4.09,11.4,3,3.08,1,0
1998,109,1,1,0,170.7,101,29.02,240.2,82,20.42,119,112,5.36,11.4,4,3.08,2,0
1999,162,1,2,33,184.5,139,31.37,183.2,78,15.57,127.4,106,5.73,12.3,6,3.32,0,0
2000,124,1,2,37,161.2,109,27.4,204.2,79,17.36,231.5,87,10.42,8.9,4,2.4,1,0
2001,177,1,1,0,84.9,77,14.43,257.5,109,21.89,210.5,66,9.47,7.5,5,2.03,2,0
2002,91,1,1,0,217.9,71,37.04,230.1,116,19.56,232.1,110,10.44,10.6,2,2.86,1,0
2003,48,1,1,0,128.2,71,21.79,48.1,78,4.09,116.3,80,5.23,8.9,3,2.4,0,0
2004,86,1,1,0,126.3,115,21.47,168.8,112,14.35,154.6,95,6.96,9.8,7,2.65,2,0
2005,91,1,1,0,159,109,27.03,255.1,142,21.68,82.4,73,3.71,10.1,4,2.73,0,0
2006,56,1,1,0,150.9,79,25.65,161.8,87,13.75,167.7,115,7.55,11.7,5,3.16,3,0
2007,147,2,2,24,219.9,118,37.38,208.5,116,17.72,352.5,111,15.86,8.1,4,2.19,3,0
2008,64,1,1,0,168,116,28.56,192.4,94,16.35,166.5,98,7.49,10.1,3,2.73,2,0
2009,108,1,2,34,162.1,83,27.56,171.8,117,14.6,259.8,76,11.69,9.6,3,2.59,4,1
2010,159,1,1,0,198.8,107,33.8,195.5,91,16.62,213.3,120,9.6,16.5,7,4.46,5,0
2011,136,2,1,0,256.8,90,43.66,230.1,104,19.56,143.6,82,6.46,9.1,10,2.46,3,0
2012,116,1,2,35,182.8,122,31.08,212.7,119,18.08,193.8,103,8.72,11,2,2.97,1,0
2013,45,1,2,38,196.8,92,33.46,254.2,108,21.61,261.8,85,11.78,7.7,2,2.08,1,0
2014,122,1,1,0,140.1,120,23.82,231.4,128,19.67,188.1,127,8.46,11.2,5,3.02,2,0
2015,138,1,1,0,194.3,83,33.03,189.9,97,16.14,232.2,102,10.45,9,3,2.43,5,0
2016,132,1,1,0,117.6,66,19.99,214,108,18.19,239.5,94,10.78,8.8,5,2.38,1,0
2017,101,2,1,0,193.7,108,32.93,186.6,98,15.86,223,100,10.04,11.6,8,3.13,0,0
2018,58,1,1,0,243.1,105,41.33,231.4,108,19.67,180.9,120,8.14,7.8,4,2.11,2,0
2019,81,1,1,0,145.4,132,24.72,129.3,91,10.99,186.4,109,8.39,5.2,4,1.4,1,0
2020,87,1,1,0,169.1,105,28.75,169.9,102,14.44,244.9,106,11.02,9.9,10,2.67,3,0
2021,116,1,1,0,229.3,93,38.98,184.5,111,15.68,168.2,91,7.57,8.8,3,2.38,2,0
2022,85,2,1,0,197.2,97,33.52,211.7,115,17.99,210.1,133,9.45,8.3,4,2.24,4,0
2023,62,1,2,33,186.4,84,31.69,201,136,17.09,286.7,103,12.9,11.1,3,3,2,1
2024,90,1,1,0,76.1,121,12.94,290.3,73,24.68,236.9,89,10.66,10.8,3,2.92,0,0
2025,98,1,1,0,162.8,65,27.68,185,109,15.73,219.5,104,9.88,6,3,1.62,2,0
2026,73,1,1,0,182.3,115,30.99,199.2,97,16.93,120.2,113,5.41,18,5,4.86,1,0
2027,107,2,1,0,194.4,83,33.05,247.8,84,21.06,245.4,93,11.04,11.2,7,3.02,2,0
2028,55,1,2,20,189.3,95,32.18,118.6,113,10.08,250.2,102,11.26,12.5,4,3.38,2,0
2029,30,1,1,0,145,76,24.65,240.7,112,20.46,197.1,134,8.87,7.1,4,1.92,3,0
2030,72,1,1,0,147,79,24.99,162.3,103,13.8,162.9,80,7.33,10.5,4,2.84,1,0
2031,95,1,2,39,260.8,130,44.34,213.4,111,18.14,195.6,97,8.8,10.1,5,2.73,1,0
2032,86,1,1,0,166.2,112,28.25,255.3,81,21.7,228.1,97,10.26,5.4,7,1.46,1,0
2033,131,1,1,0,211.8,115,36.01,260.5,102,22.14,144.2,96,6.49,10.8,7,2.92,0,0
2034,55,1,2,45,130.5,114,22.19,208.4,94,17.71,141.6,114,6.37,11,5,2.97,4,1
2035,81,2,2,37,237.1,76,40.31,264.2,125,22.46,271.3,120,12.21,7.9,3,2.13,1,0
2036,81,1,1,0,166.2,102,28.25,217.6,112,18.5,220.2,68,9.91,13.2,2,3.56,4,0
2037,28,1,1,0,121.7,48,20.69,125.8,112,10.69,261.6,122,11.77,8.3,2,2.24,6,1
2038,111,1,1,0,176.4,62,29.99,201,124,17.09,150.4,138,6.77,11.2,2,3.02,0,0
2039,68,1,2,24,176,118,29.92,277.9,116,23.62,174.7,71,7.86,14.7,7,3.97,1,0
2040,163,1,1,0,247.7,77,42.11,269.5,108,22.91,167.3,82,7.53,9.6,7,2.59,0,1
2041,87,1,1,0,115.4,90,19.62,262.6,68,22.32,245.7,69,11.06,13.1,5,3.54,2,0
2042,58,1,1,0,112.2,95,19.07,209.6,108,17.82,260.9,78,11.74,13.9,1,3.75,0,1
2043,109,1,1,0,162.6,138,27.64,154,109,13.09,209.7,118,9.44,11.5,4,3.11,0,0
2044,144,1,1,0,139.6,96,23.73,124.2,93,10.56,95.6,75,4.3,15,4,4.05,2,0
2045,149,1,1,0,196.3,108,33.37,136.8,96,11.63,154.7,87,6.96,7.7,3,2.08,2,0
2046,56,1,1,0,253.2,95,43.04,188,116,15.98,142,133,6.39,4.4,4,1.19,1,0
2047,129,1,1,0,98,99,16.66,240.7,62,20.46,254.8,123,11.47,10.5,4,2.84,0,0
2048,92,1,1,0,249.4,118,42.4,211.5,95,17.98,169,116,7.61,9.1,3,2.46,0,0
2049,67,1,2,30,129.6,107,22.03,233,104,19.81,297,93,13.37,14.5,5,3.92,1,0
2050,120,1,1,0,221.3,106,37.62,267.6,98,22.75,111.5,80,5.02,9.3,7,2.51,0,0
2051,166,1,1,0,220.7,106,37.52,177.8,118,15.11,206.1,102,9.27,12.4,9,3.35,1,0
2052,66,1,1,0,87.6,76,14.89,262,111,22.27,184.6,125,8.31,9.2,5,2.48,1,0
2053,76,1,1,0,203.6,61,34.61,161.7,127,13.74,175.9,97,7.92,8.4,3,2.27,0,0
2054,79,1,1,0,213.6,110,36.31,234.9,121,19.97,229.6,157,10.33,8.8,3,2.38,2,0
2055,98,1,2,31,181.6,112,30.87,220.7,100,18.76,236.3,121,10.63,12.9,4,3.48,2,0
2056,141,1,2,22,215.4,123,36.62,328.7,98,27.94,160.5,89,7.22,7.8,6,2.11,1,0
2057,49,1,1,0,266.3,90,45.27,207.8,117,17.66,205,98,9.23,14,2,3.78,2,1
2058,46,1,1,0,199.2,111,33.86,175.1,83,14.88,210.6,84,9.48,10.2,2,2.75,3,0
2059,137,1,1,0,115,130,19.55,137.8,83,11.71,224,61,10.08,7.3,4,1.97,3,0
2060,88,1,1,0,61.9,78,10.52,262.6,114,22.32,212.5,110,9.56,8.8,2,2.38,3,0
2061,89,1,1,0,141.1,92,23.99,249.1,126,21.17,136,73,6.12,10.8,2,2.92,2,0
2062,82,1,1,0,189.2,81,32.16,184.4,117,15.67,255.8,83,11.51,10.6,5,2.86,3,1
2063,87,1,1,0,171.6,119,29.17,205,107,17.43,170.6,114,7.68,13.8,4,3.73,0,0
2064,137,2,1,0,174,123,29.58,161.3,115,13.71,260.7,98,11.73,11.4,3,3.08,2,0
2065,45,1,1,0,78.6,106,13.36,187.3,110,15.92,184.2,111,8.29,7.4,5,2,1,1
2066,90,1,1,0,200.9,92,34.15,164.3,91,13.97,249,98,11.21,8.9,7,2.4,1,0
2067,103,1,1,0,141.3,123,24.02,253.6,87,21.56,215.8,96,9.71,6.4,2,1.73,1,0
2068,100,1,1,0,235.8,130,40.09,176,69,14.96,63.6,122,2.86,7.3,1,1.97,2,0
2069,110,1,1,0,185.1,100,31.47,165.1,88,14.03,111.6,104,5.02,6.3,4,1.7,3,0
2070,10,1,1,0,183,103,31.11,214.8,77,18.26,206.4,73,9.29,8.7,6,2.35,2,0
2071,89,1,2,29,163.5,80,27.8,274.8,136,23.36,381.9,147,17.19,7.5,5,2.03,2,0
2072,121,1,1,0,207.9,98,35.34,210.5,96,17.89,109.6,114,4.93,7.7,2,2.08,2,0
2073,103,1,2,31,185.4,105,31.52,197.6,126,16.8,147.1,110,6.62,14.5,4,3.92,2,0
2074,51,1,1,0,197.8,60,33.63,221,64,18.79,168.6,134,7.59,8.9,5,2.4,1,0
2075,2,2,1,0,132.1,42,22.46,138.9,88,11.81,192.6,119,8.67,9.1,1,2.46,2,1
2076,111,1,1,0,197.1,117,33.51,227.8,128,19.36,214,101,9.63,9.3,11,2.51,0,0
2077,118,1,1,0,154.6,112,26.28,184.2,105,15.66,217.4,102,9.78,12.6,5,3.4,2,0
2078,17,1,2,31,153.1,115,26.03,185.9,59,15.8,224.3,102,10.09,10,1,2.7,6,1
2079,130,1,1,0,211.2,119,35.9,231.1,120,19.64,220.9,80,9.94,6.3,9,1.7,2,0
2080,193,1,1,0,96.8,92,16.46,142.6,103,12.12,210.1,115,9.45,10.9,5,2.94,2,1
2081,114,1,1,0,172,145,29.24,276.4,101,23.49,193.7,100,8.72,10.1,9,2.73,1,0
2082,137,1,1,0,141.1,91,23.99,147.2,100,12.51,254.7,75,11.46,8,7,2.16,2,0
2083,185,1,2,29,151.1,121,25.69,244.7,88,20.8,154.4,91,6.95,13.8,2,3.73,2,0
2084,101,1,1,0,209.6,107,35.63,228.8,96,19.45,172.4,85,7.76,7.6,2,2.05,3,0
2085,7,1,2,30,221.4,114,37.64,165.8,116,14.09,247,105,11.12,10.8,12,2.92,1,0
2086,126,1,1,0,321.3,99,54.62,167.9,93,14.27,193.6,106,8.71,8,4,2.16,1,1
2087,71,1,1,0,243.7,124,41.43,60,90,5.1,189,129,8.5,11.3,2,3.05,0,0
2088,124,1,1,0,251.5,85,42.76,214.2,98,18.21,186.1,71,8.37,11.1,6,3,3,0
2089,97,2,1,0,236.9,107,40.27,157.6,105,13.4,241,120,10.85,7.3,2,1.97,0,1
2090,28,1,1,0,159.7,79,27.15,216.7,131,18.42,206.7,116,9.3,9.3,3,2.51,2,0
2091,90,2,1,0,148.2,96,25.19,220.4,111,18.73,134.2,97,6.04,9.2,1,2.48,4,1
2092,31,1,2,28,210.5,101,35.79,250.5,86,21.29,241.6,125,10.87,11.5,2,3.11,1,0
2093,52,1,2,24,170.9,71,29.05,201.4,80,17.12,159,124,7.15,4.1,5,1.11,2,0
2094,73,1,1,0,254.7,80,43.3,90.2,79,7.67,153.4,60,6.9,10.6,8,2.86,0,0
2095,111,1,1,0,284.4,89,48.35,157,113,13.35,242.8,91,10.93,8.4,8,2.27,0,1
2096,106,2,1,0,133.7,45,22.73,187.8,107,15.96,181.9,89,8.19,10.7,2,2.89,1,1
2097,111,1,1,0,224.9,117,38.23,191.9,127,16.31,229.9,97,10.35,10.3,3,2.78,0,0
2098,59,1,1,0,151.8,98,25.81,209.9,92,17.84,266.9,86,12.01,11.9,5,3.21,1,0
2099,71,1,2,22,141.4,107,24.04,163,105,13.86,220,99,9.9,5.6,3,1.51,2,0
2100,136,1,2,16,90.4,105,15.37,201.3,109,17.11,227.1,115,10.22,13.1,4,3.54,0,0
2101,105,1,1,0,147.7,103,25.11,222.7,78,18.93,163.5,102,7.36,12.8,3,3.46,2,0
2102,50,1,2,31,302.7,93,51.46,240.5,119,20.44,193.9,103,8.73,13.6,14,3.67,3,0
2103,118,1,1,0,136.1,120,23.14,204.2,103,17.36,228.2,90,10.27,11.3,4,3.05,1,0
2104,97,1,1,0,169.7,84,28.85,165.9,86,14.1,191.9,83,8.64,12.8,6,3.46,3,0
2105,51,1,1,0,227.2,89,38.62,194.4,106,16.52,243.4,126,10.95,14.9,2,4.02,0,0
2106,73,1,1,0,217.8,91,37.03,220.6,97,18.75,277.3,89,12.48,10.3,6,2.78,1,1
2107,35,1,1,0,124.2,102,21.11,123.9,115,10.53,135.7,100,6.11,13.1,8,3.54,2,0
2108,63,1,1,0,132.9,122,22.59,67,62,5.7,160.4,121,7.22,9.9,2,2.67,3,0
2109,117,1,2,31,104.9,115,17.83,237.6,125,20.2,263.4,104,11.85,7.7,6,2.08,3,0
2110,115,1,1,0,245,97,41.65,250.7,75,21.31,270.2,124,12.16,13.7,8,3.7,1,1
2111,162,1,1,0,184.5,118,31.37,224,95,19.04,180.5,82,8.12,11.6,3,3.13,1,0
2112,89,1,1,0,89.5,66,15.22,179.3,104,15.24,225.1,116,10.13,12.3,1,3.32,3,0
2113,94,2,1,0,235.6,131,40.05,194.8,107,16.56,170.6,93,7.68,8.6,4,2.32,1,0
2114,129,1,1,0,186,127,31.62,262.3,96,22.3,98.9,63,4.45,11.5,6,3.11,4,0
2115,86,1,1,0,223.9,75,38.06,155.7,109,13.23,150.2,143,6.76,7.3,9,1.97,1,0
2116,96,1,1,0,179.5,125,30.52,162.3,139,13.8,264.5,133,11.9,6.6,2,1.78,1,0
2117,190,1,1,0,169.4,102,28.8,253.5,113,21.55,197.1,93,8.87,8.9,5,2.4,1,0
2118,80,1,1,0,118.1,90,20.08,144.3,77,12.27,225.1,86,10.13,8.2,6,2.21,1,0
2119,108,1,1,0,112,105,19.04,193.7,110,16.46,208.9,93,9.4,4.1,4,1.11,4,1
2120,97,1,2,32,168.4,129,28.63,225.9,97,19.2,191.8,95,8.63,8.5,7,2.3,0,0
2121,65,1,1,0,245.7,139,41.77,241.9,113,20.56,285.3,117,12.84,4.2,5,1.13,4,1
2122,131,1,2,34,156.6,134,26.62,71,95,6.04,261.7,120,11.78,13.4,10,3.62,1,0
2123,58,2,2,43,142.8,96,24.28,272.3,100,23.15,193.4,105,8.7,8.9,4,2.4,1,0
2124,36,1,1,0,202.4,115,34.41,230.7,115,19.61,202,127,9.09,10.2,2,2.75,3,0
2125,54,1,1,0,116.8,119,19.86,123.1,123,10.46,217.5,101,9.79,12,2,3.24,1,0
2126,45,1,1,0,155.7,110,26.47,260.3,103,22.13,192.2,98,8.65,11,1,2.97,1,0
2127,125,1,2,39,236.1,107,40.14,289.2,110,24.58,175.4,107,7.89,9.1,4,2.46,2,0
2128,72,1,2,21,138.1,113,23.48,260.1,83,22.11,135.4,118,6.09,8.2,2,2.21,2,0
2129,113,1,1,0,81.3,116,13.82,220.6,124,18.75,235.7,113,10.61,8.9,3,2.4,0,0
2130,212,1,1,0,126,96,21.42,144.3,80,12.27,302.8,102,13.63,7.6,3,2.05,1,0
2131,99,2,1,0,197.2,127,33.52,156,92,13.26,204.1,99,9.18,9.9,6,2.67,4,0
2132,94,1,1,0,194.1,62,33,227.2,54,19.31,190.4,115,8.57,15.3,4,4.13,1,0
2133,40,1,1,0,115.7,105,19.67,127.8,113,10.86,107.5,91,4.84,9.3,6,2.51,1,0
2134,86,1,2,29,157.2,118,26.72,196.3,136,16.69,226.7,109,10.2,8.4,5,2.27,3,0
2135,101,1,1,0,269.7,85,45.85,207.6,86,17.65,214.2,107,9.64,4.5,15,1.22,3,1
2136,170,1,1,0,246.4,107,41.89,228.1,124,19.39,166.4,95,7.49,9.1,8,2.46,0,0
2137,105,1,1,0,227.4,121,38.66,268.5,89,22.82,143.3,82,6.45,13,4,3.51,1,0
2138,103,1,1,0,189.8,110,32.27,115.5,83,9.82,191.3,103,8.61,12.2,4,3.29,0,0
2139,140,2,2,27,188.9,124,32.11,160.9,102,13.68,197.7,100,8.9,11.5,5,3.11,4,0
2140,101,1,1,0,0,0,0,192.1,119,16.33,168.8,95,7.6,7.2,4,1.94,1,0
2141,98,1,2,19,110.5,87,18.79,227.8,97,19.36,243.6,84,10.96,11,4,2.97,1,0
2142,104,1,1,0,167.6,116,28.49,219.2,112,18.63,215.9,94,9.72,11.7,2,3.16,4,0
2143,115,1,1,0,132,90,22.44,197.5,75,16.79,175.8,114,7.91,0,0,0,3,0
2144,70,1,1,0,213.4,86,36.28,204.7,77,17.4,256.6,101,11.55,5.7,4,1.54,1,0
2145,126,1,1,0,175.4,120,29.82,98.3,71,8.36,201.9,93,9.09,10.6,1,2.86,0,0
2146,87,1,2,39,82.6,113,14.04,224.4,63,19.07,163.6,88,7.36,9.5,1,2.57,3,0
